run_id,ID,trial_type,stimulus_name,response,trial_category
12,ek64c2hy2,preload,"""","""",""""
12,ek64c2hy2,html-keyboard-response,"""", ,""""
12,ek64c2hy2,html-keyboard-response,"""",y,""""
12,ek64c2hy2,survey-text,"""","{""instructions1"":""collect water from a water source and bring it back to the wooden storage buckets""}",instructions
12,ek64c2hy2,survey-text,"""","{""instructions2"":""when all 8 people collect water and store it in a wooden storage bucket.""}",instructions
12,ek64c2hy2,survey-text,"""","{""instructions3"":""decide whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source""}",instructions
12,ek64c2hy2,survey-text,"""","{""instructions4"":""This is the only person who didn’t have to decide their strategy ahead of time""}",instructions
12,ek64c2hy2,video-button-response,yes_line_7_1cut,1,yes_1
12,ek64c2hy2,video-button-response,no_line_1_1cut,1,no_1
12,ek64c2hy2,video-button-response,no_line_1_0cut,1,no_0
12,ek64c2hy2,video-button-response,yes_line_7_0cut,1,yes_0
12,ek64c2hy2,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""none""},{""name"":""age"",""value"":""51""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""no""}]",debrief
12,ek64c2hy2,survey-text,"""","{""Q0"":""ek64c2hy2""}",""""
16,663sel4nw,preload,"""","""",""""
16,663sel4nw,html-keyboard-response,"""", ,""""
16,663sel4nw,html-keyboard-response,"""",y,""""
16,663sel4nw,survey-text,"""","{""instructions1"":""bring water from the source to the storage""}",instructions
16,663sel4nw,survey-text,"""","{""instructions2"":""when 8 people have brought water from source to the storage""}",instructions
16,663sel4nw,survey-text,"""","{""instructions3"":""they have to decide to wait in line or head right for the source""}",instructions
16,663sel4nw,survey-text,"""","{""instructions4"":""they didn't have to decide before hand what they are going to do""}",instructions
16,663sel4nw,video-button-response,yes_line_7_1cut,1,yes_1
16,663sel4nw,video-button-response,no_line_1_0cut,1,no_0
16,663sel4nw,video-button-response,no_line_1_1cut,1,no_1
16,663sel4nw,video-button-response,yes_line_7_0cut,1,yes_0
16,663sel4nw,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""none""},{""name"":""age"",""value"":""42""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
16,663sel4nw,survey-text,"""","{""Q0"":""663sel4nw ""}",""""
18,6k95upfm1,preload,"""","""",""""
18,6k95upfm1,html-keyboard-response,"""", ,""""
18,6k95upfm1,html-keyboard-response,"""",y,""""
18,6k95upfm1,survey-text,"""","{""instructions1"":""The goal is for each person to collect water from the source and bring it back to the wooden storage buckets.""}",instructions
18,6k95upfm1,survey-text,"""","{""instructions2"":""When all eight people collect water and store it in the wooden storage bucket.""}",instructions
18,6k95upfm1,survey-text,"""","{""instructions3"":""Whether to wait in line or to leave it and head directly for the water source no matter where they were in the line.""}",instructions
18,6k95upfm1,survey-text,"""","{""instructions4"":""That person has the freedom of choice between staying in line or leaving it during the game, unlike the rest who have to choose before the game and cannot change their mind once the game starts.""}",instructions
18,6k95upfm1,video-button-response,yes_line_7_0cut,1,yes_0
18,6k95upfm1,video-button-response,yes_line_7_1cut,0,yes_1
18,6k95upfm1,video-button-response,no_line_1_0cut,1,no_0
18,6k95upfm1,video-button-response,no_line_1_1cut,1,no_1
18,6k95upfm1,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No problems are bugs.""},{""name"":""age"",""value"":""36""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
18,6k95upfm1,survey-text,"""","{""Q0"":""6k95upfm1""}",""""
2,tmc4xgmf3,preload,"""","""",""""
2,tmc4xgmf3,html-keyboard-response,"""", ,""""
2,tmc4xgmf3,html-keyboard-response,"""",y,""""
2,tmc4xgmf3,survey-text,"""","{""instructions1"":""Collect water from a water source and bring it back to the wooden storage buckets.""}",instructions
2,tmc4xgmf3,survey-text,"""","{""instructions2"":""When all 8 people collect water and store it in a wooden storage bucket.""}",instructions
2,tmc4xgmf3,survey-text,"""","{""instructions3"":""Decide whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source.""}",instructions
2,tmc4xgmf3,survey-text,"""","{""instructions4"":""They didn’t have to decide their strategy ahead of time.""}",instructions
2,tmc4xgmf3,video-button-response,no_line_1_1cut,1,no_1
2,tmc4xgmf3,video-button-response,yes_line_7_0cut,1,yes_0
2,tmc4xgmf3,video-button-response,yes_line_7_1cut,0,yes_1
2,tmc4xgmf3,video-button-response,no_line_1_0cut,1,no_0
2,tmc4xgmf3,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""none""},{""name"":""age"",""value"":""32""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""none""}]",debrief
2,tmc4xgmf3,survey-text,"""","{""Q0"":""tmc4xgmf3""}",""""
19,lvj8psxbz,preload,"""","""",""""
19,lvj8psxbz,html-keyboard-response,"""", ,""""
19,lvj8psxbz,html-keyboard-response,"""",y,""""
19,lvj8psxbz,survey-text,"""","{""instructions1"":""Everyone in the game is trying to collect water from a water source and bring it back to the wooden storage buckets. Each person needs to collect one bucket of water for each level.""}",instructions
19,lvj8psxbz,survey-text,"""","{""instructions2"":""Each video will end when all 8 people collect water and store it in a wooden storage bucket.""}",instructions
19,lvj8psxbz,survey-text,"""","{""instructions3"":""Players have to make a decision (without talking to each other) about how they will behave in that scene .Each player has to decide whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source.""}",instructions
19,lvj8psxbz,survey-text,"""","{""instructions4"":""This is the person whose actions you will judge as morally acceptable or morally unacceptable.""}",instructions
19,lvj8psxbz,video-button-response,yes_line_7_0cut,1,yes_0
19,lvj8psxbz,video-button-response,no_line_1_0cut,1,no_0
19,lvj8psxbz,video-button-response,yes_line_7_1cut,0,yes_1
19,lvj8psxbz,video-button-response,no_line_1_1cut,1,no_1
19,lvj8psxbz,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""Bo""},{""name"":""age"",""value"":""47""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""A3FGT6EU39C6S4""}]",debrief
19,lvj8psxbz,survey-text,"""","{""Q0"":""lvj8psxbz""}",""""
14,5uufhvv91,preload,"""","""",""""
14,5uufhvv91,html-keyboard-response,"""", ,""""
14,5uufhvv91,html-keyboard-response,"""",y,""""
14,5uufhvv91,survey-text,"""","{""instructions1"":"" collect water from a water source and bring it back to the wooden storage buckets.""}",instructions
14,5uufhvv91,survey-text,"""","{""instructions2"":""when all 8 people collect water and store it in a wooden storage bucket.""}",instructions
14,5uufhvv91,survey-text,"""","{""instructions3"":""whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source.""}",instructions
14,5uufhvv91,survey-text,"""","{""instructions4"":""This is the only person who didn’t have to decide their strategy ahead of time.""}",instructions
14,5uufhvv91,video-button-response,no_line_1_0cut,1,no_0
14,5uufhvv91,video-button-response,yes_line_7_1cut,0,yes_1
14,5uufhvv91,video-button-response,yes_line_7_0cut,1,yes_0
14,5uufhvv91,video-button-response,no_line_1_1cut,1,no_1
14,5uufhvv91,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""40""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
14,5uufhvv91,survey-text,"""","{""Q0"":""5uufhvv91""}",""""
17,mqhc38c42,preload,"""","""",""""
17,mqhc38c42,html-keyboard-response,"""", ,""""
17,mqhc38c42,html-keyboard-response,"""",y,""""
17,mqhc38c42,survey-text,"""","{""instructions1"":""get water from a source""}",instructions
17,mqhc38c42,survey-text,"""","{""instructions2"":""when all people collect water""}",instructions
17,mqhc38c42,survey-text,"""","{""instructions3"":""whether they stay in line and wait their turn or move out of turn""}",instructions
17,mqhc38c42,survey-text,"""","{""instructions4"":""the person won't have to make a choice to move ahead of time""}",instructions
17,mqhc38c42,video-button-response,yes_line_7_0cut,1,yes_0
17,mqhc38c42,video-button-response,no_line_1_1cut,1,no_1
17,mqhc38c42,video-button-response,no_line_1_0cut,1,no_0
17,mqhc38c42,video-button-response,yes_line_7_1cut,0,yes_1
17,mqhc38c42,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""38""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
17,mqhc38c42,survey-text,"""","{""Q0"":""mqhc38c42 ""}",""""
27,30zrqguf1,preload,"""","""",""""
27,30zrqguf1,html-keyboard-response,"""", ,""""
27,30zrqguf1,html-keyboard-response,"""",y,""""
27,30zrqguf1,survey-text,"""","{""instructions1"":""collect water from a water source and bring it back to wooden storage buckets""}",instructions
27,30zrqguf1,survey-text,"""","{""instructions2"":""when 8 people collect water and store it in a wooden storage bucket""}",instructions
27,30zrqguf1,survey-text,"""","{""instructions3"":""whether to definitely stay in line or leave the line""}",instructions
27,30zrqguf1,survey-text,"""","{""instructions4"":""They didn't have to decide their strategy ahead of time""}",instructions
27,30zrqguf1,video-button-response,no_line_1_0cut,0,no_0
27,30zrqguf1,video-button-response,yes_line_7_1cut,0,yes_1
27,30zrqguf1,video-button-response,no_line_1_1cut,0,no_1
27,30zrqguf1,video-button-response,yes_line_7_0cut,0,yes_0
27,30zrqguf1,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""none""},{""name"":""age"",""value"":""52""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""}]",debrief
27,30zrqguf1,survey-text,"""","{""Q0"":""30zrqguf1""}",""""
20,sh23w66pd,preload,"""","""",""""
20,sh23w66pd,html-keyboard-response,"""", ,""""
20,sh23w66pd,html-keyboard-response,"""",y,""""
20,sh23w66pd,survey-text,"""","{""instructions1"":""Every person needs to collect one bucket of water everly level and the faster a person collects the bucket of water the more points they will get""}",instructions
20,sh23w66pd,survey-text,"""","{""instructions2"":""After all 8 people collect their water and store it in a wooden storage bucket""}",instructions
20,sh23w66pd,survey-text,"""","{""instructions3"":""The players have to decide whether they will definitely stay in line or take opportunities to leave the line and head straight to the water source""}",instructions
20,sh23w66pd,survey-text,"""","{""instructions4"":""they are the only person who did not have to decide their strategy ahead of time""}",instructions
20,sh23w66pd,video-button-response,yes_line_7_1cut,0,yes_1
20,sh23w66pd,video-button-response,no_line_1_1cut,0,no_1
20,sh23w66pd,video-button-response,yes_line_7_0cut,1,yes_0
20,sh23w66pd,video-button-response,no_line_1_0cut,1,no_0
20,sh23w66pd,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""nope everything worked well""},{""name"":""age"",""value"":""39""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
20,sh23w66pd,survey-text,"""","{""Q0"":""sh23w66pd""}",""""
26,rnblfnnuw,preload,"""","""",""""
26,rnblfnnuw,html-keyboard-response,"""", ,""""
26,rnblfnnuw,html-keyboard-response,"""",y,""""
26,rnblfnnuw,survey-text,"""","{""instructions1"":""collect water and bring it back to the bucket""}",instructions
26,rnblfnnuw,survey-text,"""","{""instructions2"":""when all 8 people collect water and store it in the bucket""}",instructions
26,rnblfnnuw,survey-text,"""","{""instructions3"":""if they want to stay in line or leave directly for the water""}",instructions
26,rnblfnnuw,survey-text,"""","{""instructions4"":""that he does not have to decide ahead of time""}",instructions
26,rnblfnnuw,video-button-response,yes_line_7_1cut,1,yes_1
26,rnblfnnuw,video-button-response,yes_line_7_0cut,1,yes_0
26,rnblfnnuw,video-button-response,no_line_1_0cut,1,no_0
26,rnblfnnuw,video-button-response,no_line_1_1cut,0,no_1
26,rnblfnnuw,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""40""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""thank you""}]",debrief
26,rnblfnnuw,survey-text,"""","{""Q0"":""rnblfnnuw""}",""""
23,q4289yfx0,preload,"""","""",""""
23,q4289yfx0,html-keyboard-response,"""", ,""""
23,q4289yfx0,html-keyboard-response,"""",y,""""
23,q4289yfx0,survey-text,"""","{""instructions1"":""collect water""}",instructions
23,q4289yfx0,survey-text,"""","{""instructions2"":""when everyone collects  water and stores it""}",instructions
23,q4289yfx0,survey-text,"""","{""instructions3"":""how they will behave""}",instructions
23,q4289yfx0,survey-text,"""","{""instructions4"":""didnt decide strategy ahead of time""}",instructions
23,q4289yfx0,video-button-response,yes_line_7_0cut,1,yes_0
23,q4289yfx0,video-button-response,no_line_1_0cut,1,no_0
23,q4289yfx0,video-button-response,yes_line_7_1cut,0,yes_1
23,q4289yfx0,video-button-response,no_line_1_1cut,1,no_1
23,q4289yfx0,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""39""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""no""}]",debrief
23,q4289yfx0,survey-text,"""","{""Q0"":""q4289yfx0""}",""""
21,fzfrwfxm6,preload,"""","""",""""
21,fzfrwfxm6,html-keyboard-response,"""", ,""""
21,fzfrwfxm6,html-keyboard-response,"""",y,""""
21,fzfrwfxm6,survey-text,"""","{""instructions1"":""To collect water and bring it back to wooden storage buckets the fastest.""}",instructions
21,fzfrwfxm6,survey-text,"""","{""instructions2"":""When all 8 people collect water and store it in a bucket.""}",instructions
21,fzfrwfxm6,survey-text,"""","{""instructions3"":""Whether to stay in line or head straight for the water.""}",instructions
21,fzfrwfxm6,survey-text,"""","{""instructions4"":""They have not decided their strategy yet.""}",instructions
21,fzfrwfxm6,video-button-response,yes_line_7_0cut,0,yes_0
21,fzfrwfxm6,video-button-response,no_line_1_0cut,1,no_0
21,fzfrwfxm6,video-button-response,yes_line_7_1cut,0,yes_1
21,fzfrwfxm6,video-button-response,no_line_1_1cut,0,no_1
21,fzfrwfxm6,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""None""},{""name"":""age"",""value"":""35""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
21,fzfrwfxm6,survey-text,"""","{""Q0"":""fzfrwfxm6""}",""""
30,vobf9gh42,preload,"""","""",""""
30,vobf9gh42,html-keyboard-response,"""", ,""""
30,vobf9gh42,html-keyboard-response,"""",y,""""
30,vobf9gh42,survey-text,"""","{""instructions1"":""The people are collecting water as fast as they can in order to get more points.""}",instructions
30,vobf9gh42,survey-text,"""","{""instructions2"":""The video will end when all 8 people collect some water and store it""}",instructions
30,vobf9gh42,survey-text,"""","{""instructions3"":""The player decides if the people will stay in line or take an opportunity to leave the line and go directly to the water""}",instructions
30,vobf9gh42,survey-text,"""","{""instructions4"":""the one person doesn't have to decide ahead of time and gets to look at the map to decide what they do when the game starts. Me the player, has to judge them as morally acceptable or unacceptable. ""}",instructions
30,vobf9gh42,video-button-response,yes_line_7_0cut,0,yes_0
30,vobf9gh42,video-button-response,no_line_1_1cut,1,no_1
30,vobf9gh42,video-button-response,yes_line_7_1cut,0,yes_1
30,vobf9gh42,video-button-response,no_line_1_0cut,1,no_0
30,vobf9gh42,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""With the very first video, I accidentally hit morally unacceptable rather than my actual choice of morally acceptable. My apologies, I wanted to be honest.""},{""name"":""age"",""value"":""23""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""Thank you for the survey, I hope you have a wonderful day.""}]",debrief
30,vobf9gh42,survey-text,"""","{""Q0"":""vobf9gh42""}",""""
29,4c22peprj,preload,"""","""",""""
29,4c22peprj,html-keyboard-response,"""", ,""""
29,4c22peprj,html-keyboard-response,"""",y,""""
29,4c22peprj,survey-text,"""","{""instructions1"":""To collect water from a water source and bring it back to the wooden storage buckets fast, in order to score more points""}",instructions
29,4c22peprj,survey-text,"""","{""instructions2"":""After all 8 people collect water and store it in a wooden storage bucket.""}",instructions
29,4c22peprj,survey-text,"""","{""instructions3"":""Whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source.""}",instructions
29,4c22peprj,survey-text,"""","{""instructions4"":""They didn’t have to decide their strategy ahead of time, as they are allowed to decide after the game starts.""}",instructions
29,4c22peprj,video-button-response,yes_line_7_0cut,1,yes_0
29,4c22peprj,video-button-response,yes_line_7_1cut,0,yes_1
29,4c22peprj,video-button-response,no_line_1_1cut,1,no_1
29,4c22peprj,video-button-response,no_line_1_0cut,1,no_0
29,4c22peprj,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""None""},{""name"":""age"",""value"":""39""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""No""}]",debrief
29,4c22peprj,survey-text,"""","{""Q0"":""4c22peprj""}",""""
35,clystl8d0,preload,"""","""",""""
35,clystl8d0,html-keyboard-response,"""", ,""""
35,clystl8d0,html-keyboard-response,"""",y,""""
35,clystl8d0,survey-text,"""","{""instructions1"":""To collect water in a bucket""}",instructions
35,clystl8d0,survey-text,"""","{""instructions2"":""When all 8 people collect water and store it in a wooden storage bucket""}",instructions
35,clystl8d0,survey-text,"""","{""instructions3"":""Whether they will stay in line or head directly for the water source""}",instructions
35,clystl8d0,survey-text,"""","{""instructions4"":""They don't have to decide beforehand what their strategy will be. They can decide once the game starts.""}",instructions
35,clystl8d0,video-button-response,yes_line_7_0cut,1,yes_0
35,clystl8d0,video-button-response,no_line_1_1cut,1,no_1
35,clystl8d0,video-button-response,yes_line_7_1cut,0,yes_1
35,clystl8d0,video-button-response,no_line_1_0cut,1,no_0
35,clystl8d0,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""40""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""No""}]",debrief
35,clystl8d0,survey-text,"""","{""Q0"":""clystl8d0""}",""""
37,m1br55d4q,preload,"""","""",""""
37,m1br55d4q,html-keyboard-response,"""", ,""""
37,m1br55d4q,html-keyboard-response,"""",y,""""
37,m1br55d4q,survey-text,"""","{""instructions1"":""Collect one bucket of water and bring it back to the wooden storage buckets""}",instructions
37,m1br55d4q,survey-text,"""","{""instructions2"":""When all 8 people collect water and store it in a wooden storage bucket""}",instructions
37,m1br55d4q,survey-text,"""","{""instructions3"":""Whether to remain in line or take an opportunity to leave the line and go right to the water source""}",instructions
37,m1br55d4q,survey-text,"""","{""instructions4"":""He/she is the only person who didn't have to decide his/her strategy ahead of time""}",instructions
37,m1br55d4q,video-button-response,no_line_1_0cut,1,no_0
37,m1br55d4q,video-button-response,yes_line_7_1cut,0,yes_1
37,m1br55d4q,video-button-response,yes_line_7_0cut,1,yes_0
37,m1br55d4q,video-button-response,no_line_1_1cut,1,no_1
37,m1br55d4q,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No issues""},{""name"":""age"",""value"":""35""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
37,m1br55d4q,survey-text,"""","{""Q0"":""m1br55d4q""}",""""
33,hwunkdlae,preload,"""","""",""""
33,hwunkdlae,html-keyboard-response,"""", ,""""
33,hwunkdlae,html-keyboard-response,"""",y,""""
33,hwunkdlae,survey-text,"""","{""instructions1"":""collect the bucket of water""}",instructions
33,hwunkdlae,survey-text,"""","{""instructions2"":""everyone has collected the water""}",instructions
33,hwunkdlae,survey-text,"""","{""instructions3"":""stay in line or not""}",instructions
33,hwunkdlae,survey-text,"""","{""instructions4"":""they are the one I judge""}",instructions
33,hwunkdlae,video-button-response,no_line_1_0cut,1,no_0
33,hwunkdlae,video-button-response,no_line_1_1cut,1,no_1
33,hwunkdlae,video-button-response,yes_line_7_0cut,1,yes_0
33,hwunkdlae,video-button-response,yes_line_7_1cut,0,yes_1
33,hwunkdlae,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""32""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""no""}]",debrief
33,hwunkdlae,survey-text,"""","{""Q0"":""hwunkdlae""}",""""
34,641lvw69s,preload,"""","""",""""
34,641lvw69s,html-keyboard-response,"""", ,""""
34,641lvw69s,html-keyboard-response,"""",y,""""
34,641lvw69s,survey-text,"""","{""instructions1"":""To collect water from a water source and bring it back to the wooden storage buckets.""}",instructions
34,641lvw69s,survey-text,"""","{""instructions2"":""All 8 people collect water and store it in a wooden storage bucket.""}",instructions
34,641lvw69s,survey-text,"""","{""instructions3"":""Decide whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source.""}",instructions
34,641lvw69s,survey-text,"""","{""instructions4"":""They get to look at the map and decide once the game starts what they will do.""}",instructions
34,641lvw69s,video-button-response,no_line_1_0cut,1,no_0
34,641lvw69s,video-button-response,yes_line_7_1cut,0,yes_1
34,641lvw69s,video-button-response,yes_line_7_0cut,1,yes_0
34,641lvw69s,video-button-response,no_line_1_1cut,0,no_1
34,641lvw69s,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""27""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
34,641lvw69s,survey-text,"""","{""Q0"":""641lvw69s""}",""""
4,57v1xo7u1,preload,"""","""",""""
4,57v1xo7u1,html-keyboard-response,"""", ,""""
4,57v1xo7u1,html-keyboard-response,"""",y,""""
4,57v1xo7u1,survey-text,"""","{""instructions1"":""To collect water from a water source and bring it back to the wooden storage buckets.""}",instructions
4,57v1xo7u1,survey-text,"""","{""instructions2"":""Each video will end when all 8 people collect water and store it in a wooden storage bucket.""}",instructions
4,57v1xo7u1,survey-text,"""","{""instructions3"":""About how they will behave in that scene.""}",instructions
4,57v1xo7u1,survey-text,"""","{""instructions4"":""The only person who didn’t have to decide their strategy ahead of time.""}",instructions
4,57v1xo7u1,video-button-response,yes_line_7_0cut,1,yes_0
4,57v1xo7u1,video-button-response,yes_line_7_1cut,0,yes_1
4,57v1xo7u1,video-button-response,no_line_1_0cut,1,no_0
4,57v1xo7u1,video-button-response,no_line_1_1cut,1,no_1
4,57v1xo7u1,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No.""},{""name"":""age"",""value"":""31""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
4,57v1xo7u1,survey-text,"""","{""Q0"":""57v1xo7u1""}",""""
40,vm3fb72qx,preload,"""","""",""""
40,vm3fb72qx,html-keyboard-response,"""", ,""""
40,vm3fb72qx,html-keyboard-response,"""",y,""""
40,vm3fb72qx,survey-text,"""","{""instructions1"":""collect water from a water source and bring it back to the wooden storage buckets""}",instructions
40,vm3fb72qx,survey-text,"""","{""instructions2"":""when all 8 people collect water and store it in a wooden storage bucket""}",instructions
40,vm3fb72qx,survey-text,"""","{""instructions3"":""whether they will definitely stay in line or take opportunities to leave the line and head directly for the water source""}",instructions
